order,list,item,cond,target_position,prepositions,order_of_mention,target_number,comp_number,context,firstDisplay,secondDisplay,expTrials,pair_ID,comp_unique_ID1,animacy_cong,target_gender,comp1_animacy,target,competitor,recordingName
35,4,X02,9,,,1,plural,,The keyboards are on Number 3 and they are above the pencil.,X02_9_1.jpg,X02_9_2.jpg,N,,,,,,keyboards,on,N_List4_Order35_Item_X02_Cond9
36,1,3,2,1,next-to,1,plural,singular,The girls are next to the grandfather and they are on Number 1.,E03_2_1.jpg,E03_2_2.jpg,Y,11,3,same,fem,animate,girl,grandfather,Y_List1_Order36_Item_3_Cond2
36,2,3,4,1,next-to,1,plural,plural,The girls are next to the grandfathers and they are on Number 1.,E03_4_1.jpg,E03_4_2.jpg,Y,11,3,same,fem,animate,girl,grandfathers,Y_List2_Order36_Item_3_Cond4
36,3,3,1,1,next-to,1,plural,singular,The girls are next to the armchair and they are on Number 1.,E03_1_1.jpg,E03_1_2.jpg,Y,9,3,different,fem,inanimate,girl,armchair,Y_List3_Order36_Item_3_Cond1
36,4,3,3,1,next-to,1,plural,plural,The girls are next to the armchairs and they are on Number 1.,E03_3_1.jpg,E03_3_2.jpg,Y,9,3,different,fem,inanimate,girl,armchairs,Y_List4_Order36_Item_3_Cond3
37,1,X56,9,,,2,singlar,,The cards are below the Viking and they are on Number 4.,X56_9_1.jpg,X56_9_2.jpg,N,,,,,,Viking,above,N_List1_Order37_Item_X56_Cond9
37,2,X56,9,,,2,singlar,,The cards are below the Viking and they are on Number 4.,X56_9_1.jpg,X56_9_2.jpg,N,,,,,,Viking,above,N_List2_Order37_Item_X56_Cond9
37,3,X56,9,,,2,singlar,,The cards are below the Viking and they are on Number 4.,X56_9_1.jpg,X56_9_2.jpg,N,,,,,,Viking,above,N_List3_Order37_Item_X56_Cond9
37,4,X56,9,,,2,singlar,,The cards are below the Viking and they are on Number 4.,X56_9_1.jpg,X56_9_2.jpg,N,,,,,,Viking,above,N_List4_Order37_Item_X56_Cond9
38,1,X17,9,,,1,singlar,singular,The chef is on the same row as the charger and he is on Number 4.,X17_9_1.jpg,X17_9_2.jpg,N,,,,,,chef,on,N_List1_Order38_Item_X17_Cond9
38,2,X17,9,,,1,singlar,singular,The chef is on the same row as the charger and he is on Number 4.,X17_9_1.jpg,X17_9_2.jpg,N,,,,,,chef,on,N_List2_Order38_Item_X17_Cond9
38,3,X17,9,,,1,singlar,singular,The chef is on the same row as the charger and he is on Number 4.,X17_9_1.jpg,X17_9_2.jpg,N,,,,,,chef,on,N_List3_Order38_Item_X17_Cond9
38,4,X17,9,,,1,singlar,singular,The chef is on the same row as the charger and he is on Number 4.,X17_9_1.jpg,X17_9_2.jpg,N,,,,,,chef,on,N_List4_Order38_Item_X17_Cond9
39,1,18,3,3,above,1,plural,plural,The nurses are above the passports and they are on Number 3.,E18_3_1.jpg,E18_3_2.jpg,Y,37,10,different,fem,inanimate,nurse,passports,Y_List1_Order39_Item_18_Cond3
39,2,18,1,3,above,1,plural,singular,The nurses are above the passport and they are on Number 3.,E18_1_1.jpg,E18_1_2.jpg,Y,37,10,different,fem,inanimate,nurse,passport,Y_List2_Order39_Item_18_Cond1
39,3,18,4,3,above,1,plural,plural,The nurses are above the pilots and they are on Number 3.,E18_4_1.jpg,E18_4_2.jpg,Y,38,10,same,fem,animate,nurse,pilots,Y_List3_Order39_Item_18_Cond4
39,4,18,2,3,above,1,plural,singular,The nurses are above the pilot and they are on Number 3.,E18_2_1.jpg,E18_2_2.jpg,Y,38,10,same,fem,animate,nurse,pilot,Y_List4_Order39_Item_18_Cond2
40,1,X19,9,,,1,singular,,The turtle is on Number 5 and it is next to the gardener.,X19_9_1.jpg,X19_9_2.jpg,N,,,,,,turtle,and,N_List1_Order40_Item_X19_Cond9
40,2,X19,9,,,1,singular,,The turtle is on Number 5 and it is next to the gardener.,X19_9_1.jpg,X19_9_2.jpg,N,,,,,,turtle,and,N_List2_Order40_Item_X19_Cond9
40,3,X19,9,,,1,singular,,The turtle is on Number 5 and it is next to the gardener.,X19_9_1.jpg,X19_9_2.jpg,N,,,,,,turtle,and,N_List3_Order40_Item_X19_Cond9
40,4,X19,9,,,1,singular,,The turtle is on Number 5 and it is next to the gardener.,X19_9_1.jpg,X19_9_2.jpg,N,,,,,,turtle,and,N_List4_Order40_Item_X19_Cond9
41,1,X21,9,,,1,plural,,There are rabbits on Number 3.,X21_9_1.jpg,X21_9_2.jpg,N,,,,,,are,on,N_List1_Order41_Item_X21_Cond9
41,2,X21,9,,,1,plural,,There are rabbits on Number 3.,X21_9_1.jpg,X21_9_2.jpg,N,,,,,,are,on,N_List2_Order41_Item_X21_Cond9
41,3,X21,9,,,1,plural,,There are rabbits on Number 3.,X21_9_1.jpg,X21_9_2.jpg,N,,,,,,are,on,N_List3_Order41_Item_X21_Cond9
41,4,X21,9,,,1,plural,,There are rabbits on Number 3.,X21_9_1.jpg,X21_9_2.jpg,N,,,,,,are,on,N_List4_Order41_Item_X21_Cond9
42,1,16,4,1,above,1,plural,plural,The footballers are above the housekeepers and they are on Number 1.,E16_4_1.jpg,E16_4_2.jpg,Y,30,8,same,masc,animate,footballer,housekeepers,Y_List1_Order42_Item_16_Cond4
42,2,16,2,1,above,1,plural,singular,The footballers are above the housekeeper and they are on Number 1.,E16_2_1.jpg,E16_2_2.jpg,Y,30,8,same,masc,animate,footballer,housekeeper,Y_List2_Order42_Item_16_Cond2
42,3,16,3,1,above,1,plural,plural,The footballers are above the vacuum-cleaners and they are on Number 1.,E16_3_1.jpg,E16_3_2.jpg,Y,32,8,different,masc,inanimate,footballer,dusters,Y_List3_Order42_Item_16_Cond3
42,4,16,1,1,above,1,plural,singular,The footballers are above the vacuum-cleaner and they are on Number 1.,E16_1_1.jpg,E16_1_2.jpg,Y,32,8,different,masc,inanimate,footballer,duster,Y_List4_Order42_Item_16_Cond1
43,1,X10,9,,,2,singular,,The dolls are on Number 6 and they are on the same row as the electrician.,X10_9_1.jpg,X10_9_2.jpg,N,,,,,,dolls,on,N_List1_Order43_Item_X10_Cond9
43,2,X10,9,,,2,singular,,The dolls are on Number 6 and they are on the same row as the electrician.,X10_9_1.jpg,X10_9_2.jpg,N,,,,,,dolls,on,N_List2_Order43_Item_X10_Cond9
43,3,X10,9,,,2,singular,,The dolls are on Number 6 and they are on the same row as the electrician.,X10_9_1.jpg,X10_9_2.jpg,N,,,,,,dolls,on,N_List3_Order43_Item_X10_Cond9
43,4,X10,9,,,2,singular,,The dolls are on Number 6 and they are on the same row as the electrician.,X10_9_1.jpg,X10_9_2.jpg,N,,,,,,dolls,on,N_List4_Order43_Item_X10_Cond9
44,1,X25,9,,,1,plural,,There are matches and they are on Number 5.,X25_9_1.jpg,X25_9_2.jpg,N,,,,,,are,and,N_List1_Order44_Item_X25_Cond9
44,2,X25,9,,,1,plural,,There are matches and they are on Number 5.,X25_9_1.jpg,X25_9_2.jpg,N,,,,,,are,and,N_List2_Order44_Item_X25_Cond9
44,3,X25,9,,,1,plural,,There are matches and they are on Number 5.,X25_9_1.jpg,X25_9_2.jpg,N,,,,,,are,and,N_List3_Order44_Item_X25_Cond9
44,4,X25,9,,,1,plural,,There are matches and they are on Number 5.,X25_9_1.jpg,X25_9_2.jpg,N,,,,,,are,and,N_List4_Order44_Item_X25_Cond9
45,1,36,2,4,below,1,plural,singular,The florists are below the wizard and they are on Number 4.,E36_2_1.jpg,E36_2_2.jpg,Y,23,6,same,fem,animate,florist,wizard,Y_List1_Order45_Item_36_Cond2
45,2,36,4,4,below,1,plural,plural,The florists are below the wizards and they are on Number 4.,E36_4_1.jpg,E36_4_2.jpg,Y,23,6,same,fem,animate,florist,wizards,Y_List2_Order45_Item_36_Cond4
45,3,36,1,4,below,1,plural,singular,The florists are below the hat and they are on Number 4.,E36_1_1.jpg,E36_1_2.jpg,Y,21,6,different,fem,inanimate,florist,hat,Y_List3_Order45_Item_36_Cond1
45,4,36,3,4,below,1,plural,plural,The florists are below the hats and they are on Number 4.,E36_3_1.jpg,E36_3_2.jpg,Y,21,6,different,fem,inanimate,florist,hats,Y_List4_Order45_Item_36_Cond3
46,1,X28,9,,,1,singular,,On Number 3 there is a bag.,X28_9_1.jpg,X28_9_2.jpg,N,,,,,,Number,re,N_List1_Order46_Item_X28_Cond9
46,2,X28,9,,,1,singular,,On Number 3 there is a bag.,X28_9_1.jpg,X28_9_2.jpg,N,,,,,,Number,re,N_List2_Order46_Item_X28_Cond9
46,3,X28,9,,,1,singular,,On Number 3 there is a bag.,X28_9_1.jpg,X28_9_2.jpg,N,,,,,,Number,re,N_List3_Order46_Item_X28_Cond9
46,4,X28,9,,,1,singular,,On Number 3 there is a bag.,X28_9_1.jpg,X28_9_2.jpg,N,,,,,,Number,re,N_List4_Order46_Item_X28_Cond9
47,1,X72,9,,,2,plural,singular,The kennel is next to the roosters and it is on Number 6.,X72_9_1.jpg,X72_9_2.jpg,N,,,,,,kennel,next-to,N_List1_Order47_Item_X72_Cond9
47,2,X72,9,,,2,plural,singular,The kennel is next to the roosters and it is on Number 6.,X72_9_1.jpg,X72_9_2.jpg,N,,,,,,kennel,next-to,N_List2_Order47_Item_X72_Cond9
47,3,X72,9,,,2,plural,singular,The kennel is next to the roosters and it is on Number 6.,X72_9_1.jpg,X72_9_2.jpg,N,,,,,,kennel,next-to,N_List3_Order47_Item_X72_Cond9
47,4,X72,9,,,2,plural,singular,The kennel is next to the roosters and it is on Number 6.,X72_9_1.jpg,X72_9_2.jpg,N,,,,,,kennel,next-to,N_List4_Order47_Item_X72_Cond9
48,1,7,3,1,above,1,plural,plural,The kings are above the wands and they are on Number 1.,E07_3_1.jpg,E07_3_2.jpg,Y,4,1,different,masc,inanimate,king,wands,Y_List1_Order48_Item_7_Cond3
48,2,7,1,1,above,1,plural,singular,The kings are above the wand and they are on Number 1.,E07_1_1.jpg,E07_1_2.jpg,Y,4,1,different,masc,inanimate,king,wand,Y_List2_Order48_Item_7_Cond1
48,3,7,2,1,above,1,plural,singular,The kings are above the fairy and they are on Number 1.,E07_2_1.jpg,E07_2_2.jpg,Y,3,1,same,masc,animate,king,fairy,Y_List3_Order48_Item_7_Cond2
48,4,7,4,1,above,1,plural,plural,The kings are above the fairies and they are on Number 1.,E07_4_1.jpg,E07_4_2.jpg,Y,3,1,same,masc,animate,king,fairies,Y_List4_Order48_Item_7_Cond4
49,1,X16,9,,,1,plural,,There are croissants and they are on Number 5.,X16_9_1.jpg,X16_9_2.jpg,N,,,,,,are,and,N_List1_Order49_Item_X16_Cond9
49,2,X16,9,,,1,plural,,There are croissants and they are on Number 5.,X16_9_1.jpg,X16_9_2.jpg,N,,,,,,are,and,N_List2_Order49_Item_X16_Cond9
49,3,X16,9,,,1,plural,,There are croissants and they are on Number 5.,X16_9_1.jpg,X16_9_2.jpg,N,,,,,,are,and,N_List3_Order49_Item_X16_Cond9
49,4,X16,9,,,1,plural,,There are croissants and they are on Number 5.,X16_9_1.jpg,X16_9_2.jpg,N,,,,,,are,and,N_List4_Order49_Item_X16_Cond9
50,1,X30,9,,,,singular,singular,The shower is on Number 4 and it is on the row below the pharaoh.,X30_9_1.jpg,X30_9_2.jpg,N,,,,,,shower,and,N_List1_Order50_Item_X30_Cond9
50,2,X30,9,,,,singular,singular,The shower is on Number 4 and it is on the row below the pharaoh.,X30_9_1.jpg,X30_9_2.jpg,N,,,,,,shower,and,N_List2_Order50_Item_X30_Cond9
50,3,X30,9,,,,singular,singular,The shower is on Number 4 and it is on the row below the pharaoh.,X30_9_1.jpg,X30_9_2.jpg,N,,,,,,shower,and,N_List3_Order50_Item_X30_Cond9
50,4,X30,9,,,,singular,singular,The shower is on Number 4 and it is on the row below the pharaoh.,X30_9_1.jpg,X30_9_2.jpg,N,,,,,,shower,and,N_List4_Order50_Item_X30_Cond9
51,1,11,3,5,below,1,plural,plural,The grandmothers are below the balls and they are on Number 5.,E11_3_1.jpg,E11_3_2.jpg,Y,9,3,different,fem,inanimate,grandmother,balls,Y_List1_Order51_Item_11_Cond3
51,2,11,1,5,below,1,plural,singular,The grandmothers are below the ball and they are on Number 5.,E11_1_1.jpg,E11_1_2.jpg,Y,9,3,different,fem,inanimate,grandmother,ball,Y_List2_Order51_Item_11_Cond1
51,3,11,4,5,below,1,plural,plural,The grandmothers are below the boys and they are on Number 5.,E11_4_1.jpg,E11_4_2.jpg,Y,10,3,same,fem,animate,grandmother,boys,Y_List3_Order51_Item_11_Cond4
51,4,11,2,5,below,1,plural,singular,The grandmothers are below the boy and they are on Number 5.,E11_2_1.jpg,E11_2_2.jpg,Y,10,3,same,fem,animate,grandmother,boy,Y_List4_Order51_Item_11_Cond2
52,1,X59,9,,,2,singular,singular,"The musician is on Number 3, and he is above the scarf.",X59_9_1.jpg,X59_9_2.jpg,N,,,,,,musician,and,N_List1_Order52_Item_X59_Cond9
52,2,X59,9,,,2,singular,singular,"The musician is on Number 3, and he is above the scarf.",X59_9_1.jpg,X59_9_2.jpg,N,,,,,,musician,and,N_List2_Order52_Item_X59_Cond9
52,3,X59,9,,,2,singular,singular,"The musician is on Number 3, and he is above the scarf.",X59_9_1.jpg,X59_9_2.jpg,N,,,,,,musician,and,N_List3_Order52_Item_X59_Cond9
52,4,X59,9,,,2,singular,singular,"The musician is on Number 3, and he is above the scarf.",X59_9_1.jpg,X59_9_2.jpg,N,,,,,,musician,and,N_List4_Order52_Item_X59_Cond9
53,1,X53,9,,,1,singular,singular,The sportswoman is on the same row as the folder and she is on Number 4.,X53_9_1.jpg,X53_9_2.jpg,N,,,,,,sportswoman,on,N_List1_Order53_Item_X53_Cond9
53,2,X53,9,,,1,singular,singular,The sportswoman is on the same row as the folder and she is on Number 4.,X53_9_1.jpg,X53_9_2.jpg,N,,,,,,sportswoman,on,N_List2_Order53_Item_X53_Cond9
53,3,X53,9,,,1,singular,singular,The sportswoman is on the same row as the folder and she is on Number 4.,X53_9_1.jpg,X53_9_2.jpg,N,,,,,,sportswoman,on,N_List3_Order53_Item_X53_Cond9
53,4,X53,9,,,1,singular,singular,The sportswoman is on the same row as the folder and she is on Number 4.,X53_9_1.jpg,X53_9_2.jpg,N,,,,,,sportswoman,on,N_List4_Order53_Item_X53_Cond9
54,1,19,2,4,next-to,1,plural,singular,The waiters are next to the nun and they are on Number 4.,E19_2_1.jpg,E19_2_2.jpg,Y,26,7,same,masc,animate,waiter,nun,Y_List1_Order54_Item_19_Cond2
54,2,19,4,4,next-to,1,plural,plural,The waiters are next to the nuns and they are on Number 4.,E19_4_1.jpg,E19_4_2.jpg,Y,26,7,same,masc,animate,waiter,nuns,Y_List2_Order54_Item_19_Cond4
54,3,19,3,4,next-to,1,plural,plural,The waiters are next to the bibles and they are on Number 4.,E19_3_1.jpg,E19_3_2.jpg,Y,28,7,different,masc,inanimate,waiter,bibles,Y_List3_Order54_Item_19_Cond3
54,4,19,1,4,next-to,1,plural,singular,The waiters are next to the bible and they are on Number 4.,E19_1_1.jpg,E19_1_2.jpg,Y,28,7,different,masc,inanimate,waiter,bible,Y_List4_Order54_Item_19_Cond1
55,1,X34,9,,,2,plural,singular,The harp is on Number 4 and it is on the row below the pigeons.,X34_9_1.jpg,X34_9_2.jpg,N,,,,,,harp,and,N_List1_Order55_Item_X34_Cond9
55,2,X34,9,,,2,plural,singular,The harp is on Number 4 and it is on the row below the pigeons.,X34_9_1.jpg,X34_9_2.jpg,N,,,,,,harp,and,N_List2_Order55_Item_X34_Cond9
55,3,X34,9,,,2,plural,singular,The harp is on Number 4 and it is on the row below the pigeons.,X34_9_1.jpg,X34_9_2.jpg,N,,,,,,harp,and,N_List3_Order55_Item_X34_Cond9
55,4,X34,9,,,2,plural,singular,The harp is on Number 4 and it is on the row below the pigeons.,X34_9_1.jpg,X34_9_2.jpg,N,,,,,,harp,and,N_List4_Order55_Item_X34_Cond9
56,1,X65,9,,,1,plural,,There are crabs on Number 3.,X65_9_1.jpg,X65_9_2.jpg,N,,,,,,are,on,N_List1_Order56_Item_X65_Cond9
56,2,X65,9,,,1,plural,,There are crabs on Number 3.,X65_9_1.jpg,X65_9_2.jpg,N,,,,,,are,on,N_List2_Order56_Item_X65_Cond9
56,3,X65,9,,,1,plural,,There are crabs on Number 3.,X65_9_1.jpg,X65_9_2.jpg,N,,,,,,are,on,N_List3_Order56_Item_X65_Cond9
56,4,X65,9,,,1,plural,,There are crabs on Number 3.,X65_9_1.jpg,X65_9_2.jpg,N,,,,,,are,on,N_List4_Order56_Item_X65_Cond9
57,1,9,3,2,above,1,plural,plural,The boxers are above the crystals and they are on Number 2.,E09_3_1.jpg,E09_3_2.jpg,Y,18,5,different,masc,inanimate,boxer,crystals,Y_List1_Order57_Item_9_Cond3
57,2,9,1,2,above,1,plural,singular,The boxers are above the crystal and they are on Number 2.,E09_1_1.jpg,E09_1_2.jpg,Y,18,5,different,masc,inanimate,boxer,crystal,Y_List2_Order57_Item_9_Cond1
57,3,9,4,2,above,1,plural,plural,The boxers are above the fortune-tellers and they are on Number 2.,E09_4_1.jpg,E09_4_2.jpg,Y,17,5,same,masc,animate,boxer,fortune-tellers,Y_List3_Order57_Item_9_Cond4
57,4,9,2,2,above,1,plural,singular,The boxers are above the fortune-teller and they are on Number 2.,E09_2_1.jpg,E09_2_2.jpg,Y,17,5,same,masc,animate,boxer,fortune-teller,Y_List4_Order57_Item_9_Cond2
58,1,X55,9,,,1,plural,,There are rackets on Number 3.,X55_9_1.jpg,X55_9_2.jpg,N,,,,,,are,on,N_List1_Order58_Item_X55_Cond9
58,2,X55,9,,,1,plural,,There are rackets on Number 3.,X55_9_1.jpg,X55_9_2.jpg,N,,,,,,are,on,N_List2_Order58_Item_X55_Cond9
58,3,X55,9,,,1,plural,,There are rackets on Number 3.,X55_9_1.jpg,X55_9_2.jpg,N,,,,,,are,on,N_List3_Order58_Item_X55_Cond9
58,4,X55,9,,,1,plural,,There are rackets on Number 3.,X55_9_1.jpg,X55_9_2.jpg,N,,,,,,are,on,N_List4_Order58_Item_X55_Cond9
59,1,X58,9,,,1,singular,,The stapler is on Number 3 and it is on the row above the cowboy.,X58_9_1.jpg,X58_9_2.jpg,N,,,,,,stapler,and,N_List1_Order59_Item_X58_Cond9
59,2,X58,9,,,1,singular,,The stapler is on Number 3 and it is on the row above the cowboy.,X58_9_1.jpg,X58_9_2.jpg,N,,,,,,stapler,and,N_List2_Order59_Item_X58_Cond9
59,3,X58,9,,,1,singular,,The stapler is on Number 3 and it is on the row above the cowboy.,X58_9_1.jpg,X58_9_2.jpg,N,,,,,,stapler,and,N_List3_Order59_Item_X58_Cond9
59,4,X58,9,,,1,singular,,The stapler is on Number 3 and it is on the row above the cowboy.,X58_9_1.jpg,X58_9_2.jpg,N,,,,,,stapler,and,N_List4_Order59_Item_X58_Cond9
60,1,10,1,6,next-to,1,plural,singular,The wizards are next to the tulip and they are on Number 6.,E10_1_1.jpg,E10_1_2.jpg,Y,24,6,different,masc,inanimate,wizard,tulip,Y_List1_Order60_Item_10_Cond1
60,2,10,3,6,next-to,1,plural,plural,The wizards are next to the tulips and they are on Number 6.,E10_3_1.jpg,E10_3_2.jpg,Y,24,6,different,masc,inanimate,wizard,tulips,Y_List2_Order60_Item_10_Cond3
60,3,10,2,6,next-to,1,plural,singular,The wizards are next to the florist and they are on Number 6.,E10_2_1.jpg,E10_2_2.jpg,Y,23,6,same,masc,animate,wizard,florist,Y_List3_Order60_Item_10_Cond2
60,4,10,4,6,next-to,1,plural,plural,The wizards are next to the florists and they are on Number 6.,E10_4_1.jpg,E10_4_2.jpg,Y,23,6,same,masc,animate,wizard,florists,Y_List4_Order60_Item_10_Cond4
61,1,X22,9,,,1,singular,plural,The ladybug is on Number 2 and it is on the row above the canaries.,X22_9_1.jpg,X22_9_2.jpg,N,,,,,,ladybug,and,N_List1_Order61_Item_X22_Cond9
61,2,X22,9,,,1,singular,plural,The ladybug is on Number 2 and it is on the row above the canaries.,X22_9_1.jpg,X22_9_2.jpg,N,,,,,,ladybug,and,N_List2_Order61_Item_X22_Cond9
61,3,X22,9,,,1,singular,plural,The ladybug is on Number 2 and it is on the row above the canaries.,X22_9_1.jpg,X22_9_2.jpg,N,,,,,,ladybug,and,N_List3_Order61_Item_X22_Cond9
61,4,X22,9,,,1,singular,plural,The ladybug is on Number 2 and it is on the row above the canaries.,X22_9_1.jpg,X22_9_2.jpg,N,,,,,,ladybug,and,N_List4_Order61_Item_X22_Cond9
62,1,X43,9,,,2,plural,,The umbrella is above the jugs and they are on Number 6.,X43_9_1.jpg,X43_9_2.jpg,N,,,,,,umbrella,above,N_List1_Order62_Item_X43_Cond9
62,2,X43,9,,,2,plural,,The umbrella is above the jugs and they are on Number 6.,X43_9_1.jpg,X43_9_2.jpg,N,,,,,,umbrella,above,N_List2_Order62_Item_X43_Cond9
62,3,X43,9,,,2,plural,,The umbrella is above the jugs and they are on Number 6.,X43_9_1.jpg,X43_9_2.jpg,N,,,,,,umbrella,above,N_List3_Order62_Item_X43_Cond9
62,4,X43,9,,,2,plural,,The umbrella is above the jugs and they are on Number 6.,X43_9_1.jpg,X43_9_2.jpg,N,,,,,,umbrella,above,N_List4_Order62_Item_X43_Cond9
63,1,39,4,4,below,1,plural,plural,The cheerleaders are below the soldiers and they are on Number 4.,E39_4_1.jpg,E39_4_2.jpg,Y,31,8,same,fem,animate,cheerleader,soldiers,Y_List1_Order63_Item_39_Cond4
63,2,39,2,4,below,1,plural,singular,The cheerleaders are below the soldier and they are on Number 4.,E39_2_1.jpg,E39_2_2.jpg,Y,31,8,same,fem,animate,cheerleader,soldier,Y_List2_Order63_Item_39_Cond2
63,3,39,3,4,below,1,plural,plural,The cheerleaders are below the cannons and they are on Number 4.,E39_3_1.jpg,E39_3_2.jpg,Y,29,8,different,fem,inanimate,cheerleader,cannons,Y_List3_Order63_Item_39_Cond3
63,4,39,1,4,below,1,plural,singular,The cheerleaders are below the cannon and they are on Number 4.,E39_1_1.jpg,E39_1_2.jpg,Y,29,8,different,fem,inanimate,cheerleader,cannon,Y_List4_Order63_Item_39_Cond1
64,1,X36,9,,,1,plural,plural,The sheep are on Number 4 and they are next to the laptop.,X36_9_1.jpg,X36_9_2.jpg,N,,,,,,sheep,on,N_List1_Order64_Item_X36_Cond9
64,2,X36,9,,,1,plural,plural,The sheep are on Number 4 and they are next to the laptop.,X36_9_1.jpg,X36_9_2.jpg,N,,,,,,sheep,on,N_List2_Order64_Item_X36_Cond9
64,3,X36,9,,,1,plural,plural,The sheep are on Number 4 and they are next to the laptop.,X36_9_1.jpg,X36_9_2.jpg,N,,,,,,sheep,on,N_List3_Order64_Item_X36_Cond9
64,4,X36,9,,,1,plural,plural,The sheep are on Number 4 and they are next to the laptop.,X36_9_1.jpg,X36_9_2.jpg,N,,,,,,sheep,on,N_List4_Order64_Item_X36_Cond9
65,1,X03,9,,,1,singular,,There is a cactus and it is on Number 5.,X03_9_1.jpg,X03_9_2.jpg,N,,,,,,is,cactus,N_List1_Order65_Item_X03_Cond9
65,2,X03,9,,,1,singular,,There is a cactus and it is on Number 5.,X03_9_1.jpg,X03_9_2.jpg,N,,,,,,is,cactus,N_List2_Order65_Item_X03_Cond9
65,3,X03,9,,,1,singular,,There is a cactus and it is on Number 5.,X03_9_1.jpg,X03_9_2.jpg,N,,,,,,is,cactus,N_List3_Order65_Item_X03_Cond9
65,4,X03,9,,,1,singular,,There is a cactus and it is on Number 5.,X03_9_1.jpg,X03_9_2.jpg,N,,,,,,is,cactus,N_List4_Order65_Item_X03_Cond9
66,1,1,1,3,next-to,1,plural,singular,The princes are next to the cheque and they are on Number 3.,E01_1_1.jpg,E01_1_2.jpg,Y,8,2,different,masc,inanimate,prince,cheque,Y_List1_Order66_Item_1_Cond1
66,2,1,3,3,next-to,1,plural,plural,The princes are next to the cheques and they are on Number 3.,E01_3_1.jpg,E01_3_2.jpg,Y,8,2,different,masc,inanimate,prince,cheques,Y_List2_Order66_Item_1_Cond3
